City,Business Type,Name,Address,Phone Number,Opening Hours
Paris,Local Coffee Shops,I.O Café,"16 Rue Dupetit-Thouars, 75003 Paris, France",,"Monday: 8:30 AM – 6:00 PM, Tuesday: 8:30 AM – 6:00 PM, Wednesday: 8:30 AM – 6:00 PM, Thursday: 8:30 AM – 6:00 PM, Friday: 8:30 AM – 6:00 PM, Saturday: 10:00 AM – 6:00 PM, Sunday: 10:00 AM – 6:00 PM"
Paris,Local Coffee Shops,Boot Café,"19 Rue du Pont aux Choux, 75003 Paris, France",01 73 70 14 57,"Monday: Closed, Tuesday: Closed, Wednesday: Closed, Thursday: 10:00 AM – 5:00 PM, Friday: 10:00 AM – 5:00 PM, Saturday: 10:00 AM – 5:00 PM, Sunday: 10:00 AM – 5:00 PM"
Paris,Local Coffee Shops,Café Caractère,"2 Rue des Taillandiers, 75011 Paris, France",,"Monday: 8:30 AM – 6:00 PM, Tuesday: 8:30 AM – 6:00 PM, Wednesday: 8:30 AM – 6:00 PM, Thursday: 8:30 AM – 6:00 PM, Friday: 8:30 AM – 6:00 PM, Saturday: 9:00 AM – 6:00 PM, Sunday: 9:00 AM – 6:00 PM"
Paris,Local Coffee Shops,République of Coffee,"2 Bd Saint-Martin, 75010 Paris, France",09 83 35 38 13,"Monday: 8:30 AM – 7:00 PM, Tuesday: 8:30 AM – 7:00 PM, Wednesday: 8:30 AM – 7:00 PM, Thursday: 8:30 AM – 7:00 PM, Friday: 8:30 AM – 7:00 PM, Saturday: 9:00 AM – 7:00 PM, Sunday: 9:00 AM – 7:00 PM"
Paris,Local Coffee Shops,Ob-La-Di,"54 Rue de Saintonge, 75003 Paris, France",,"Monday: Closed, Tuesday: Closed, Wednesday: 9:00 AM – 4:00 PM, Thursday: 9:00 AM – 4:00 PM, Friday: 9:00 AM – 4:00 PM, Saturday: 9:00 AM – 5:00 PM, Sunday: 9:00 AM – 5:00 PM"
Paris,Local Coffee Shops,BlackBird Coffee,"77 Rue du Temple, 75003 Paris, France",06 73 17 03 80,"Monday: 8:30 AM – 5:30 PM, Tuesday: 8:30 AM – 5:30 PM, Wednesday: 8:30 AM – 5:30 PM, Thursday: 8:30 AM – 5:30 PM, Friday: 8:30 AM – 5:30 PM, Saturday: 9:30 AM – 6:00 PM, Sunday: 10:00 AM – 6:00 PM"
Paris,Local Coffee Shops,Noir - Coffee Shop & Torréfacteur,"1 Rue Bourdaloue, 75009 Paris, France",,"Monday: 8:00 AM – 12:00 PM, 12:30 – 6:00 PM, Tuesday: 8:00 AM – 12:00 PM, 12:30 – 6:00 PM, Wednesday: 8:00 AM – 12:00 PM, 12:30 – 6:00 PM, Thursday: 8:00 AM – 12:00 PM, 12:30 – 6:00 PM, Friday: 8:00 AM – 12:00 PM, 12:30 – 7:00 PM, Saturday: 9:00 AM – 12:00 PM, 12:30 – 7:00 PM, Sunday: 9:00 AM – 12:00 PM, 12:30 – 6:00 PM"
Paris,Boutique Clothing Stores,Front De Mode - store de mode eco-friendly de vêtements/art de vivre pour un futur chic durable,"42 Rue Volta, 75003 Paris, France",09 80 63 16 33,"Monday: Closed, Tuesday: 11:00 AM – 7:00 PM, Wednesday: 11:00 AM – 7:00 PM, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: Closed"
Paris,Boutique Clothing Stores,Leneuf34,"31 Rue La Fayette, 75009 Paris, France",06 32 05 55 62,"Monday: 10:00 AM – 7:00 PM, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: Closed"
Paris,Boutique Clothing Stores,FASHIONANNA,"125 Rue de l'Université, 75007 Paris, France",06 24 52 16 39,"Monday: 10:30 AM – 7:30 PM, Tuesday: 10:30 AM – 7:30 PM, Wednesday: 10:30 AM – 7:30 PM, Thursday: 10:30 AM – 7:30 PM, Friday: 10:30 AM – 7:30 PM, Saturday: 10:30 AM – 7:30 PM, Sunday: Closed"
Paris,Boutique Clothing Stores,La Boutique de Cara,"80 Rue de Turenne, 75003 Paris, France",06 87 58 22 82,"Monday: 11:00 AM – 7:00 PM, Tuesday: 11:00 AM – 7:00 PM, Wednesday: 11:00 AM – 7:00 PM, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 12:00 – 7:00 PM, Sunday: 12:00 – 7:00 PM"
Paris,Boutique Clothing Stores,Clothes Attitude.,"9 Bd Beaumarchais, 75004 Paris, France",01 75 42 93 63,"Monday: 10:30 AM – 8:30 PM, Tuesday: 10:30 AM – 8:30 PM, Wednesday: 10:30 AM – 8:30 PM, Thursday: 10:30 AM – 8:30 PM, Friday: 10:30 AM – 8:30 PM, Saturday: 10:30 AM – 8:30 PM, Sunday: 10:30 AM – 8:30 PM"
Paris,Boutique Clothing Stores,Make My D...,"7 Rue la Vieuville, 75018 Paris, France",01 44 92 82 98,"Monday: 2:00 – 7:00 PM, Tuesday: 11:00 AM – 6:30 PM, Wednesday: 11:00 AM – 7:30 PM, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: 2:00 – 7:00 PM"
Paris,Boutique Clothing Stores,Noir Kennedy,"22 Rue du Roi de Sicile, 75004 Paris, France",01 44 61 30 90,"Monday: 3:00 – 7:00 PM, Tuesday: 2:00 – 7:00 PM, Wednesday: 2:00 – 7:00 PM, Thursday: 2:00 – 7:00 PM, Friday: 2:00 – 7:00 PM, Saturday: 2:00 – 7:00 PM, Sunday: Closed"
Paris,Artisanal Bakeries,Artisan Boulanger M. Denis,"26 Rue du Faubourg Montmartre, 75009 Paris, France",01 47 70 33 70,"Monday: 7:00 AM – 8:00 PM, Tuesday: 7:00 AM – 8:00 PM, Wednesday: Closed, Thursday: Closed, Friday: 7:00 AM – 8:00 PM, Saturday: 7:00 AM – 8:00 PM, Sunday: 7:00 AM – 8:00 PM"
Paris,Artisanal Bakeries,"Boulangerie, Artisan","2 Rue Moret, 75011 Paris, France",,"Monday: Closed, Tuesday: 7:00 AM – 11:00 PM, Wednesday: 7:00 AM – 11:00 PM, Thursday: 7:00 AM – 11:00 PM, Friday: 7:00 AM – 11:00 PM, Saturday: 7:00 AM – 11:00 PM, Sunday: 7:00 AM – 11:00 PM"
Paris,Artisanal Bakeries,Artisan Boulanger,"159 Rue du Faubourg Saint-Denis, 75010 Paris, France",01 42 82 19 35,"Monday: 6:00 AM – 8:00 PM, Tuesday: 6:00 AM – 8:00 PM, Wednesday: 6:00 AM – 8:00 PM, Thursday: 6:00 AM – 8:00 PM, Friday: 6:00 AM – 8:00 PM, Saturday: 6:30 AM – 8:00 PM, Sunday: Closed"
Paris,Artisanal Bakeries,Boulangerie Legrand,"36 Rue des Saints-Pères, 75007 Paris, France",01 42 22 38 06,"Monday: 7:00 AM – 7:30 PM, Tuesday: 7:00 AM – 7:30 PM, Wednesday: 7:00 AM – 7:30 PM, Thursday: 7:00 AM – 7:30 PM, Friday: 7:00 AM – 7:30 PM, Saturday: Closed, Sunday: Closed"
Paris,Artisanal Bakeries,Boulangerie Maitre Artisan,"50 Rue de l'Amiral Roussin, 75015 Paris, France",,
Paris,Artisanal Bakeries,Artisan Boulanger Pâtissier ‍,"100 Rue du Théâtre, 75015 Paris, France",01 45 77 36 30,"Monday: 7:30 AM – 8:00 PM, Tuesday: 7:30 AM – 8:00 PM, Wednesday: 7:30 AM – 8:00 PM, Thursday: 7:30 AM – 6:00 PM, Friday: 7:30 AM – 8:00 PM, Saturday: 7:30 AM – 8:00 PM, Sunday: Closed"
Paris,Artisanal Bakeries,Frédéric Sicard Bakery,"34 Av. de Suffren, 75015 Paris, France",01 47 34 62 70,"Monday: 7:00 AM – 7:00 PM, Tuesday: 7:00 AM – 8:00 PM, Wednesday: 7:00 AM – 7:00 PM, Thursday: 7:00 AM – 7:00 PM, Friday: 7:00 AM – 7:00 PM, Saturday: 7:00 AM – 7:00 PM, Sunday: Closed"
Paris,Artisanal Bakeries,Tout Autour du Pain,"134 Rue de Turenne, 75003 Paris, France",01 42 78 04 72,"Monday: 6:00 AM – 8:00 PM, Tuesday: 6:00 AM – 8:00 PM, Wednesday: 6:00 AM – 8:00 PM, Thursday: 6:00 AM – 8:00 PM, Friday: 6:00 AM – 8:00 PM, Saturday: 6:00 AM – 7:00 PM, Sunday: 6:00 AM – 7:00 PM"
Paris,Artisanal Bakeries,Boulangerie beaubourg,"149 Rue Saint-Martin, 75003 Paris, France",01 42 72 64 60,"Monday: 4:30 AM – 1:00 AM, Tuesday: Closed, Wednesday: 4:30 AM – 12:30 AM, Thursday: 4:30 AM – 12:00 AM, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Paris,Artisanal Bakeries,The Smiths Bakery,"12 Rue de Buci, 75006 Paris, France",01 43 54 96 96,"Monday: 8:00 AM – 9:30 PM, Tuesday: 8:00 AM – 9:30 PM, Wednesday: 8:00 AM – 9:30 PM, Thursday: 8:00 AM – 9:30 PM, Friday: 8:00 AM – 9:30 PM, Saturday: 8:00 AM – 9:30 PM, Sunday: 8:00 AM – 9:30 PM"
Paris,Artisanal Bakeries,Artisan Boulanger Patissier,"10 Rue Marx Dormoy, 75018 Paris, France",01 42 05 83 65,"Monday: 7:00 AM – 9:30 PM, Tuesday: 7:00 AM – 9:30 PM, Wednesday: 7:00 AM – 9:30 PM, Thursday: 7:00 AM – 9:30 PM, Friday: 7:00 AM – 9:30 PM, Saturday: 7:00 AM – 9:30 PM, Sunday: 7:00 AM – 9:30 PM"
Paris,Artisanal Bakeries,Boulanger Artisan Patissier,"3 Rue Alasseur, 75015 Paris, France",,
Paris,Artisanal Bakeries,Artisan Boulanger Pâtissier,"28 Rue Monge, 75005 Paris, France",01 42 02 70 86,"Monday: 7:00 AM – 8:30 PM, Tuesday: 7:00 AM – 8:30 PM, Wednesday: 7:00 AM – 8:30 PM, Thursday: 7:00 AM – 8:30 PM, Friday: 7:00 AM – 8:30 PM, Saturday: Closed, Sunday: Closed"
Paris,Artisanal Bakeries,LA PARISIENNE,"85 Rue Saint-Dominique, 75007 Paris, France",01 45 51 88 77,"Monday: 6:30 AM – 8:00 PM, Tuesday: 6:30 AM – 8:00 PM, Wednesday: 6:30 AM – 8:00 PM, Thursday: 6:30 AM – 8:00 PM, Friday: 6:30 AM – 8:00 PM, Saturday: 6:30 AM – 8:00 PM, Sunday: Closed"
Paris,Artisanal Bakeries,Boulangerie Gontran Cherrier,"22 Rue Caulaincourt, 75018 Paris, France",01 46 06 82 66,"Monday: 8:00 AM – 8:00 PM, Tuesday: Closed, Wednesday: 8:00 AM – 8:00 PM, Thursday: 8:00 AM – 8:00 PM, Friday: 8:00 AM – 8:00 PM, Saturday: 8:00 AM – 8:00 PM, Sunday: 8:00 AM – 8:00 PM"
Paris,Artisanal Bakeries,"Artisan Boulanger, Traiteur, Patisserie","2-4 Rue de Mirbel, 75005 Paris, France",,"Monday: 11:00 AM – 8:00 PM, Tuesday: 9:00 AM – 8:00 PM, Wednesday: 9:00 AM – 8:00 PM, Thursday: 9:00 AM – 8:00 PM, Friday: 9:00 AM – 8:00 PM, Saturday: 11:30 AM – 2:30 PM, Sunday: Closed"
Paris,Artisanal Bakeries,Boulangerie St Antoine,"29 Rue Saint-Antoine, 75004 Paris, France",01 43 48 30 89,"Monday: 7:00 AM – 8:00 PM, Tuesday: 7:00 AM – 8:00 PM, Wednesday: Closed, Thursday: 7:00 AM – 8:00 PM, Friday: 7:00 AM – 8:00 PM, Saturday: 7:00 AM – 8:00 PM, Sunday: 7:00 AM – 8:00 PM"
Paris,Artisanal Bakeries,Baker and Pastries,"50 Av. de Flandre, 75019 Paris, France",01 70 69 23 52,"Monday: 7:00 AM – 9:00 PM, Tuesday: 7:00 AM – 9:00 PM, Wednesday: Closed, Thursday: 7:00 AM – 9:00 PM, Friday: 7:00 AM – 9:00 PM, Saturday: 7:00 AM – 9:00 PM, Sunday: 7:00 AM – 9:00 PM"
Paris,Artisanal Bakeries,Artisan Boulanger Pâtissier,"174 Rue du Faubourg Saint-Antoine, 75012 Paris, France",09 53 10 82 87,"Monday: 6:00 AM – 9:00 PM, Tuesday: 6:00 AM – 9:00 PM, Wednesday: 6:00 AM – 9:00 PM, Thursday: 6:00 AM – 9:00 PM, Friday: 6:00 AM – 9:00 PM, Saturday: Closed, Sunday: 6:00 AM – 9:00 PM"
Paris,Artisanal Bakeries,Boulangerie Les Deux Frères,"111 Rue Caulaincourt, 75018 Paris, France",,"Monday: 7:00 AM – 8:30 PM, Tuesday: Closed, Wednesday: 7:00 AM – 8:30 PM, Thursday: 7:00 AM – 8:30 PM, Friday: 7:00 AM – 8:30 PM, Saturday: 7:00 AM – 8:30 PM, Sunday: 7:00 AM – 8:30 PM"
Paris,Artisanal Bakeries,Maison Lucie,"25 Rue de Berri, 75008 Paris, France",,"Monday: 6:00 AM – 8:00 PM, Tuesday: 6:00 AM – 8:00 PM, Wednesday: 6:00 AM – 8:00 PM, Thursday: 6:00 AM – 8:00 PM, Friday: 6:00 AM – 8:00 PM, Saturday: Closed, Sunday: Closed"
Paris,Artisanal Bakeries,Artisan boulanger,"239 Rue Saint-Jacques, 75005 Paris, France",01 43 54 62 33,"Monday: 9:00 AM – 7:00 PM, Tuesday: 9:00 AM – 7:00 PM, Wednesday: 9:00 AM – 7:00 PM, Thursday: 9:00 AM – 7:00 PM, Friday: 9:00 AM – 7:00 PM, Saturday: 9:30 AM – 7:30 PM, Sunday: Closed"
Paris,Artisanal Bakeries,Boulangerie Murciano,"16 Rue des Rosiers, 75004 Paris, France",01 48 87 48 88,"Monday: 8:30 AM – 7:00 PM, Tuesday: 8:30 AM – 7:00 PM, Wednesday: 8:30 AM – 7:00 PM, Thursday: 8:30 AM – 7:00 PM, Friday: 8:00 AM – 2:00 PM, Saturday: Closed, Sunday: 8:30 AM – 7:00 PM"
Paris,Artisanal Bakeries,Artisan Boulanger,"132 Boulevard Brune, 75014 Paris, France",,"Monday: 7:00 AM – 8:15 PM, Tuesday: 7:00 AM – 8:15 PM, Wednesday: 10:00 AM – 6:30 PM, Thursday: Closed, Friday: 7:00 AM – 8:15 PM, Saturday: 7:00 AM – 8:15 PM, Sunday: 7:00 AM – 8:15 PM"
Paris,Artisanal Bakeries,"Artisan Boulanger Pâtissier ""Le fournil du faubourg""","91 Rue du Faubourg Poissonnière, 75009 Paris, France",09 86 73 02 66,"Monday: 6:00 AM – 9:00 PM, Tuesday: 6:00 AM – 9:00 PM, Wednesday: Closed, Thursday: 6:00 AM – 9:00 PM, Friday: 6:00 AM – 9:00 PM, Saturday: 6:00 AM – 9:00 PM, Sunday: 6:00 AM – 9:00 PM"
Paris,Artisanal Bakeries,Le Moulin de Rosa - Laurent Watrin,"32 Rue de Turenne, 75003 Paris, France",01 42 78 07 31,"Monday: 7:30 AM – 7:00 PM, Tuesday: 7:30 AM – 7:00 PM, Wednesday: 7:30 AM – 7:00 PM, Thursday: 7:30 AM – 7:00 PM, Friday: 7:30 AM – 7:00 PM, Saturday: 7:30 AM – 7:00 PM, Sunday: Closed"
Paris,Artisanal Bakeries,Traditional Bakery El Hafidi Abed,"57 Rue du Faubourg Saint-Denis, 75010 Paris, France",01 47 70 92 08,"Monday: 7:00 AM – 9:00 PM, Tuesday: Closed, Wednesday: 7:00 AM – 9:00 PM, Thursday: 7:00 AM – 9:00 PM, Friday: 7:00 AM – 9:00 PM, Saturday: 7:00 AM – 9:00 PM, Sunday: 7:00 AM – 9:00 PM"
Paris,Artisanal Bakeries,Le Boulanger de Monge,"48 Rue de la Clef, 75005 Paris, France",01 47 07 28 19,"Monday: 7:00 AM – 8:30 PM, Tuesday: 7:00 AM – 8:30 PM, Wednesday: 7:00 AM – 8:30 PM, Thursday: Closed, Friday: 7:00 AM – 8:30 PM, Saturday: 7:00 AM – 8:30 PM, Sunday: 7:00 AM – 8:30 PM"
Paris,Artisanal Bakeries,Boulangerie Le Gourmet,"35 Bd Haussmann, 75009 Paris, France",01 40 23 52 67,"Monday: 9:00 AM – 8:00 PM, Tuesday: 9:00 AM – 8:00 PM, Wednesday: 9:00 AM – 8:00 PM, Thursday: 9:00 AM – 8:00 PM, Friday: 9:00 AM – 8:00 PM, Saturday: 9:00 AM – 8:00 PM, Sunday: 11:00 AM – 8:00 PM"
Paris,Artisanal Bakeries,Maison Othon,"111 Rue Saint-Dominique, 75007 Paris, France",01 45 51 24 41,"Monday: 7:00 AM – 8:00 PM, Tuesday: 7:00 AM – 8:00 PM, Wednesday: 7:00 AM – 8:00 PM, Thursday: 7:00 AM – 8:00 PM, Friday: 7:00 AM – 8:00 PM, Saturday: Closed, Sunday: Closed"
Paris,Artisanal Bakeries,Au Petit Versailles du Marais,"1 Rue Tiron, 75004 Paris, France",0 893 02 53 61,"Monday: 7:00 AM – 8:00 PM, Tuesday: 7:00 AM – 8:00 PM, Wednesday: 7:00 AM – 8:00 PM, Thursday: 7:00 AM – 8:00 PM, Friday: 7:00 AM – 8:00 PM, Saturday: 7:00 AM – 8:00 PM, Sunday: Closed"
Paris,Artisanal Bakeries,Boulangerie du Marais,"2 Rue de la Verrerie, 75004 Paris, France",01 40 27 91 97,"Monday: 7:00 AM – 8:00 PM, Tuesday: 7:00 AM – 8:00 PM, Wednesday: 7:00 AM – 8:00 PM, Thursday: 7:00 AM – 8:00 PM, Friday: 7:00 AM – 8:00 PM, Saturday: 7:00 AM – 8:00 PM, Sunday: 7:00 AM – 8:00 PM"
Paris,Independent Bookstores,Philip the Bookseller,"32 Rue des Vinaigriers, 75010 Paris, France",01 40 38 11 39,"Monday: 11:00 AM – 7:00 PM, Tuesday: Closed, Wednesday: 11:00 AM – 7:00 PM, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:30 PM, Sunday: 2:00 – 6:00 PM"
Paris,Independent Bookstores,Bookstore,"12 Rue de l'Odéon, 75006 Paris, France",,"Monday: 2:00 – 7:00 PM, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: Closed"
Paris,Independent Bookstores,Librairie Du Passage,"48 Pass. Jouffroy, 75009 Paris, France",01 56 03 94 10,"Monday: 10:30 AM – 7:00 PM, Tuesday: 10:30 AM – 7:00 PM, Wednesday: 10:30 AM – 7:00 PM, Thursday: 10:30 AM – 7:00 PM, Friday: 10:30 AM – 7:00 PM, Saturday: 10:30 AM – 7:00 PM, Sunday: 10:30 AM – 7:00 PM"
Paris,Vintage Furniture Shops,Ma caverne,"78 Av. de Suffren, 75015 Paris, France",01 43 06 04 41,"Monday: 11:00 AM – 7:00 PM, Tuesday: Closed, Wednesday: Closed, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: 11:00 AM – 7:00 PM"
Paris,Vintage Furniture Shops,Florent Monestier,"47bis Av. Bosquet, 75007 Paris, France",01 45 55 03 01,"Monday: 10:30 AM – 7:00 PM, Tuesday: 10:30 AM – 7:00 PM, Wednesday: 10:30 AM – 7:00 PM, Thursday: 10:30 AM – 7:00 PM, Friday: 10:30 AM – 7:00 PM, Saturday: 10:30 AM – 7:00 PM, Sunday: Closed"
Paris,Vintage Furniture Shops,Chez Will,"55 Rue Damrémont, 75018 Paris, France",01 46 07 85 52,"Monday: Closed, Tuesday: Closed, Wednesday: 3:30 – 7:30 PM, Thursday: 10:30 AM – 7:30 PM, Friday: 10:30 AM – 7:30 PM, Saturday: 10:30 AM – 7:30 PM, Sunday: 10:30 AM – 1:00 PM"
Paris,Vintage Furniture Shops,Victoria Antiquites,"45 , Bis Rue de la Folie-Regnault, 75011 Paris, France",06 17 85 00 64,"Monday: 10:30 AM – 7:00 PM, Tuesday: 10:30 AM – 7:00 PM, Wednesday: 10:30 AM – 7:00 PM, Thursday: 10:30 AM – 7:00 PM, Friday: 10:30 AM – 7:00 PM, Saturday: Closed, Sunday: Closed"
Paris,Vintage Furniture Shops,Antiquités Montcalm,"28 Rue Montcalm, 75018 Paris, France",01 42 58 63 27,"Monday: 12:00 – 7:00 PM, Tuesday: 12:00 – 7:00 PM, Wednesday: 12:00 – 7:00 PM, Thursday: 12:00 – 7:00 PM, Friday: 12:00 – 7:00 PM, Saturday: 12:00 – 7:00 PM, Sunday: Closed"
Paris,Vintage Furniture Shops,Pas d’artiste à l’appart.,"22 Rue Simart, 75018 Paris, France",,"Monday: 10:30 AM – 8:00 PM, Tuesday: 10:30 AM – 8:00 PM, Wednesday: 10:30 AM – 8:00 PM, Thursday: 10:30 AM – 8:00 PM, Friday: 10:30 AM – 8:00 PM, Saturday: 10:30 AM – 8:00 PM, Sunday: Closed"
Paris,Vintage Furniture Shops,Vénus Sur Cour,"15 Rue Saint-Paul, 75004 Paris, France",01 42 77 05 15,"Monday: Closed, Tuesday: Closed, Wednesday: 1:00 – 7:00 PM, Thursday: 1:00 – 7:00 PM, Friday: 1:00 – 7:00 PM, Saturday: 1:00 – 7:00 PM, Sunday: 1:00 – 7:00 PM"
Paris,Vintage Furniture Shops,E.W.,"21 Rue Saint-Paul, 75004 Paris, France",01 42 77 55 11,"Monday: 2:30 – 7:00 PM, Tuesday: 2:30 – 7:00 PM, Wednesday: 2:30 – 7:00 PM, Thursday: 2:30 – 7:00 PM, Friday: 2:30 – 7:00 PM, Saturday: 2:30 – 7:00 PM, Sunday: 2:30 – 7:00 PM"
Paris,Vintage Furniture Shops,Le Blomet 64,"64 Rue Blomet, 75015 Paris, France",07 63 15 69 40,"Monday: Closed, Tuesday: 2:00 – 8:00 PM, Wednesday: 2:00 – 8:00 PM, Thursday: 2:00 – 8:00 PM, Friday: 2:00 – 8:00 PM, Saturday: 2:00 – 8:00 PM, Sunday: Closed"
Paris,Vintage Furniture Shops,Au Pont Louis-Philippe,"70 Quai de l'Hôtel de ville, 75004 Paris, France",01 42 72 16 44,"Monday: Closed, Tuesday: Closed, Wednesday: 2:00 – 7:00 PM, Thursday: 2:00 – 7:00 PM, Friday: 2:00 – 7:00 PM, Saturday: 2:00 – 7:00 PM, Sunday: 2:00 – 7:00 PM"
Paris,Vintage Furniture Shops,Art Retro Dépot vente,"Le Village Suisse, 78 Av. de Suffren numéro 42, 75015 Paris, France",06 68 76 42 32,"Monday: 10:30 AM – 7:00 PM, Tuesday: Closed, Wednesday: Closed, Thursday: 10:30 AM – 7:00 PM, Friday: 10:30 AM – 7:00 PM, Saturday: 10:30 AM – 7:00 PM, Sunday: 10:30 AM – 7:00 PM"
Paris,Vintage Furniture Shops,Antiques of the World,"24 Rue du Mail, 75002 Paris, France",06 08 60 59 98,"Monday: Closed, Tuesday: 10:00 AM – 12:30 PM, 3:00 – 6:30 PM, Wednesday: 10:00 AM – 12:30 PM, 3:00 – 6:30 PM, Thursday: 3:00 – 6:30 PM, Friday: 10:00 AM – 6:30 PM, Saturday: 3:00 – 6:30 PM, Sunday: Closed"
Paris,Vintage Furniture Shops,Katsura,"39 Rue du Cherche-Midi, 75006 Paris, France",01 42 22 60 65,"Monday: Closed, Tuesday: 2:00 – 8:30 PM, Wednesday: 2:00 – 8:30 PM, Thursday: 2:00 – 8:30 PM, Friday: 2:00 – 8:30 PM, Saturday: 2:00 – 8:30 PM, Sunday: Closed"
Paris,Vintage Furniture Shops,Les Antiquaires Bretons,"7 Rue de la Grange Batelière, 75009 Paris, France",01 45 23 18 06,"Monday: 11:30 AM – 7:00 PM, Tuesday: 11:30 AM – 7:00 PM, Wednesday: 11:30 AM – 7:00 PM, Thursday: 11:30 AM – 7:00 PM, Friday: 11:30 AM – 7:00 PM, Saturday: 11:30 AM – 7:00 PM, Sunday: Closed"
Paris,Pet Grooming Salons,Salon Pluche,"52 Rue Louise-Émilie de la Tour d'Auvergne, 75009 Paris, France",01 48 78 37 76,"Monday: Closed, Tuesday: 9:30 AM – 6:30 PM, Wednesday: 9:30 AM – 6:30 PM, Thursday: 9:30 AM – 6:30 PM, Friday: 9:30 AM – 6:30 PM, Saturday: 10:00 AM – 5:30 PM, Sunday: Closed"
Paris,Pet Grooming Salons,Scoubi Doux,"63 Rue de la Tombe Issoire, 75014 Paris, France",09 50 81 06 54,"Monday: Closed, Tuesday: 11:00 AM – 7:00 PM, Wednesday: 11:00 AM – 7:00 PM, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: Closed"
Paris,Pet Grooming Salons,Les Ateliers du Toilettage - salon de toilettage Professionnel Paris 13 - Chiens et Chats,"36 Rue du Château des Rentiers, 75013 Paris, France",01 44 24 81 95,"Monday: Closed, Tuesday: 9:30 AM – 6:00 PM, Wednesday: 9:30 AM – 6:00 PM, Thursday: 9:30 AM – 6:00 PM, Friday: 9:30 AM – 6:00 PM, Saturday: 9:30 AM – 6:00 PM, Sunday: Closed"
Paris,Pet Grooming Salons,Au Caprice du Chien,"10 Rue de Capri, 75012 Paris, France",01 43 46 51 00,"Monday: Closed, Tuesday: 9:30 AM – 12:30 PM, 2:30 – 7:00 PM, Wednesday: 9:30 AM – 12:30 PM, 2:30 – 7:00 PM, Thursday: 9:30 AM – 12:30 PM, 2:30 – 7:00 PM, Friday: 9:30 AM – 12:30 PM, 2:30 – 7:00 PM, Saturday: 9:30 AM – 12:30 PM, 2:30 – 7:00 PM, Sunday: Closed"
Paris,Pet Grooming Salons,Les Ateliers d'Audreco,"16 Rue du Château des Rentiers, 75013 Paris, France",01 83 62 15 86,"Monday: 9:00 AM – 6:00 PM, Tuesday: 9:00 AM – 6:00 PM, Wednesday: 9:00 AM – 6:00 PM, Thursday: 9:00 AM – 6:00 PM, Friday: 9:00 AM – 5:00 PM, Saturday: 9:00 AM – 6:00 PM, Sunday: Closed"
Paris,Pet Grooming Salons,Happy Dogs Toilettage,"147 Rue Defrance, 94300 Vincennes, France",01 48 08 08 74,"Monday: 10:00 AM – 7:00 PM, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: Closed"
Paris,Pet Grooming Salons,Diane Harper Toilettage,"182 Rue Lecourbe, 75015 Paris, France",07 81 41 40 69,"Monday: 9:00 AM – 7:00 PM, Tuesday: 9:00 AM – 7:00 PM, Wednesday: 9:00 AM – 7:00 PM, Thursday: 9:00 AM – 7:00 PM, Friday: 9:00 AM – 7:00 PM, Saturday: 9:00 AM – 7:00 PM, Sunday: Closed"
Paris,Pet Grooming Salons,O'beau Poil Toilettage & Spa,"30 Rue Montrosier, 92200 Neuilly-sur-Seine, France",01 87 37 43 90,"Monday: Closed, Tuesday: 9:30 AM – 6:30 PM, Wednesday: 9:30 AM – 6:30 PM, Thursday: 9:30 AM – 6:30 PM, Friday: 9:30 AM – 6:30 PM, Saturday: 9:30 AM – 6:30 PM, Sunday: Closed"
Paris,Pet Grooming Salons,Chez Pimprenelle,"19 Rue de Maubeuge, 75009 Paris, France",09 86 36 81 78,"Monday: Closed, Tuesday: 9:00 AM – 6:00 PM, Wednesday: 9:00 AM – 6:00 PM, Thursday: 9:00 AM – 6:00 PM, Friday: 9:00 AM – 6:00 PM, Saturday: 9:00 AM – 6:00 PM, Sunday: Closed"
