City,Business Type,Name,Address,Phone Number,Opening Hours
Besançon,cbd shop,DR MULLER CBD,"14 Rue de Belfort, 25000 Besançon, France",06 31 68 71 43,"Monday: 9:00 AM – 8:00 PM, Tuesday: 9:00 AM – 8:00 PM, Wednesday: 9:00 AM – 8:00 PM, Thursday: 9:00 AM – 8:00 PM, Friday: 9:00 AM – 8:00 PM, Saturday: 9:00 AM – 8:00 PM, Sunday: 9:00 AM – 8:00 PM"
Besançon,cbd shop,DISCOUNT VAPE & CBD / H4CBD / CBG / CBN,"76c Rue de Vesoul, 25000 Besançon, France",,"Monday: 10:58 AM – 7:59 PM, Tuesday: 10:58 AM – 7:59 PM, Wednesday: 10:58 AM – 7:59 PM, Thursday: 10:58 AM – 7:59 PM, Friday: 10:58 AM – 7:59 PM, Saturday: 10:58 AM – 7:59 PM, Sunday: 10:58 AM – 7:59 PM"
Besançon,cbd shop,Bio CBD La Mouillere,"13 Rue de la Mouillère, 25000 Besançon, France",07 49 32 41 94,
Argenteuil,cbd shop,"B'VAPE ARGENTEUIL CIGARETTE ELECTRONIQUE, PUFF, CBD, ELIQUID","2 Bd Léon Feix, 95100 Argenteuil, France",07 79 75 86 04,"Monday: 7:00 AM – 9:00 PM, Tuesday: 7:00 AM – 9:00 PM, Wednesday: 7:00 AM – 9:00 PM, Thursday: 7:00 AM – 9:00 PM, Friday: 7:00 AM – 9:00 PM, Saturday: 7:00 AM – 9:00 PM, Sunday: 7:00 AM – 9:00 PM"
Rouen,cbd shop,CBD Shop - GREEN GARDEN Rouen,"59 Rue Cauchoise, 76000 Rouen, France",06 95 99 61 08,"Monday: Closed, Tuesday: 1:00 – 7:30 PM, Wednesday: 1:00 – 7:30 PM, Thursday: 1:00 – 7:30 PM, Friday: 1:00 – 7:30 PM, Saturday: 1:00 – 7:30 PM, Sunday: Closed"
Rouen,cbd shop,GREENPOWER NIGHT SHOP,"61 Rue de la République, 76000 Rouen, France",09 82 51 73 04,"Monday: Closed, Tuesday: 3:00 – 10:00 PM, Wednesday: 3:00 – 10:00 PM, Thursday: 3:00 – 10:00 PM, Friday: 4:00 – 11:00 PM, Saturday: 4:00 – 11:00 PM, Sunday: Closed"
Rouen,cbd shop,Green power shop CBD,"12 Rue Pierre Corneille, 76300 Sotteville-lès-Rouen, France",09 82 51 73 04,"Monday: Closed, Tuesday: 12:00 – 7:00 PM, Wednesday: 12:00 – 7:00 PM, Thursday: 12:00 – 7:00 PM, Friday: 12:00 – 7:00 PM, Saturday: 12:00 – 7:00 PM, Sunday: Closed"
Rouen,cbd shop,CBD HOUSE - Boutique Fleur CBD Sotteville-lès-Rouen,"455 Rue de Paris, 76300 Sotteville-lès-Rouen, France",07 53 51 48 89,"Monday: 10:30 AM – 7:00 PM, Tuesday: 10:30 AM – 7:00 PM, Wednesday: 10:30 AM – 7:00 PM, Thursday: 10:30 AM – 7:00 PM, Friday: 10:30 AM – 7:00 PM, Saturday: 10:30 AM – 7:00 PM, Sunday: Closed"
Mulhouse,cbd shop,CBD'eau Brunstatt Mulhouse,"203 Av. d'Altkirch, 68350 Brunstatt-Didenheim, France",03 89 61 83 38,"Monday: Closed, Tuesday: 10:30 AM – 7:00 PM, Wednesday: 10:30 AM – 7:00 PM, Thursday: 10:30 AM – 7:00 PM, Friday: 10:30 AM – 7:00 PM, Saturday: 10:30 AM – 5:00 PM, Sunday: Closed"
Mulhouse,cbd shop,CLC VAP,"23 Rue Louis Pasteur, 68100 Mulhouse, France",09 67 35 41 91,"Monday: 9:00 AM – 7:00 PM, Tuesday: 9:00 AM – 7:00 PM, Wednesday: 9:00 AM – 7:00 PM, Thursday: 9:00 AM – 7:00 PM, Friday: 9:00 AM – 7:00 PM, Saturday: 9:00 AM – 7:00 PM, Sunday: Closed"
Montreuil,cbd shop,CBD Vincennes et Chicha - La Tisanerie,"9 Rue de Montreuil, 94300 Vincennes, France",01 46 80 61 37,"Monday: Closed, Tuesday: 10:30 AM – 7:30 PM, Wednesday: 10:30 AM – 7:30 PM, Thursday: 10:30 AM – 7:30 PM, Friday: 10:30 AM – 7:30 PM, Saturday: 10:30 AM – 7:30 PM, Sunday: Closed"
Montreuil,cbd shop,Huggy Bear CBD,"1 Av. Pasteur, 93100 Montreuil, France",07 69 34 04 10,"Monday: 10:00 AM – 7:00 PM, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: Closed, Sunday: Closed"
Montreuil,cbd shop,Pariseeds - Boutique en ligne de CBD & Livraison Express,"5 Av. du Général de Gaulle, 94160 Saint-Mandé, France",07 57 59 12 00,"Monday: 9:00 AM – 2:00 PM, Tuesday: 9:00 AM – 2:00 PM, Wednesday: 9:00 AM – 2:00 PM, Thursday: 9:00 AM – 2:00 PM, Friday: 9:00 AM – 2:00 PM, Saturday: 9:00 AM – 2:00 PM, Sunday: 9:00 AM – 2:00 PM"
Caen,cbd shop,CBD Bio SHOP Caen,"20 Pl. de l'Ancienne Boucherie, 14000 Caen, France",06 03 91 79 21,"Monday: Closed, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: Closed"
Caen,cbd shop,La Gitane CBD Shop Puffs Vape E-liquid Caen,"12 Pl. de la Gare, 14000 Caen, France",02 31 82 20 96,"Monday: 6:30 AM – 12:00 AM, Tuesday: 6:30 AM – 12:00 AM, Wednesday: 6:30 AM – 12:00 AM, Thursday: 6:30 AM – 12:00 AM, Friday: 6:30 AM – 12:00 AM, Saturday: 7:00 AM – 12:00 AM, Sunday: 8:00 AM – 12:00 AM"
Caen,cbd shop,GREEN CBD,"10B Rue Froide, 14000 Caen, France",07 75 78 23 84,
Caen,cbd shop,Caen CBD,"32 Rue Saint-Pierre, 14000 Caen, France",02 31 23 93 47,"Monday: 7:30 AM – 7:30 PM, Tuesday: 7:30 AM – 7:30 PM, Wednesday: 7:30 AM – 7:30 PM, Thursday: 7:30 AM – 7:30 PM, Friday: 7:30 AM – 7:30 PM, Saturday: 8:00 AM – 7:30 PM, Sunday: Closed"
Nancy,cbd shop,CBD 24/24,"73 Bd Lobau, 54000 Nancy, France",,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Nancy,cbd shop,Greenfarms Nancy,"11 Rue Leonard de Vinci, 54000 Nancy, France",,"Monday: 10:00 AM – 9:00 PM, Tuesday: 10:00 AM – 9:00 PM, Wednesday: 10:00 AM – 9:00 PM, Thursday: 10:00 AM – 11:00 PM, Friday: 10:00 AM – 11:00 PM, Saturday: 10:00 AM – 11:00 PM, Sunday: Closed"
Nancy,cbd shop,Coffee cbd shop Nancy,"74 Av. du Maréchal de Lattre de Tassigny, 54000 Nancy, France",,"Monday: Closed, Tuesday: 11:00 AM – 8:00 PM, Wednesday: 2:00 – 7:00 PM, Thursday: 11:00 AM – 8:00 PM, Friday: 11:00 AM – 8:00 PM, Saturday: 12:00 – 8:00 PM, Sunday: 4:00 – 7:00 PM"
Nancy,cbd shop,Distributeur CBD un coin de verdure,"27 Rte de Mirecourt, 54000 Nancy, France",,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Nancy,cbd shop,ROYAL CBD Nancy - Livraison à domicile SANS FRAIS 7j/7,"23 Rue de Venise, 54500 Vandœuvre-lès-Nancy, France",06 41 25 99 33,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Nancy,cbd shop,Le Dispensaire CBD Nancy,"32 Rue de Mon Désert, 54000 Nancy, France",06 65 92 67 31,"Monday: Closed, Tuesday: 2:30 – 8:00 PM, Wednesday: 2:30 – 8:00 PM, Thursday: 2:30 – 8:00 PM, Friday: 2:30 – 8:00 PM, Saturday: 2:30 – 8:00 PM, Sunday: Closed"
Nancy,cbd shop,The Good Green - CBD Shop - Nancy,"38 Rue Raymond Poincaré, 54000 Nancy, France",,
Nancy,cbd shop,CBD VAPE & PHONE,"23 Rue Henri Bazin, 54000 Nancy, France",03 83 46 58 47,
Neuilly-sur-Seine,cbd shop,La Civette de Neuilly cave a cigares vapo puff cbd fdj nickel,"105 Av. Charles de Gaulle, 92200 Neuilly-sur-Seine, France",07 66 49 33 45,"Monday: 7:30 AM – 8:00 PM, Tuesday: 7:30 AM – 8:00 PM, Wednesday: 7:30 AM – 8:00 PM, Thursday: 7:30 AM – 8:00 PM, Friday: 7:30 AM – 8:00 PM, Saturday: 8:30 AM – 8:00 PM, Sunday: 8:30 AM – 8:00 PM"
Neuilly-sur-Seine,cbd shop,Spectre CBD,"58 Rue Pergolèse, 75116 Paris, France",,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Neuilly-sur-Seine,cbd shop,Deli Hemp CBD Shop Levallois,"100 Rue Marius Aufan, 92300 Levallois-Perret, France",09 73 10 87 08,"Monday: 10:30 AM – 7:30 PM, Tuesday: 10:30 AM – 7:30 PM, Wednesday: 10:30 AM – 7:30 PM, Thursday: 10:30 AM – 7:30 PM, Friday: 10:30 AM – 7:30 PM, Saturday: 10:30 AM – 7:30 PM, Sunday: Closed"
Versailles,cbd shop,CBD VERSAILLES - WEED LAND,"4 bis Rue du Refuge, 78000 Versailles, France",01 39 50 18 69,"Monday: 10:00 AM – 7:30 PM, Tuesday: 10:00 AM – 7:30 PM, Wednesday: 10:00 AM – 7:30 PM, Thursday: 10:00 AM – 7:30 PM, Friday: 10:00 AM – 7:30 PM, Saturday: 10:00 AM – 7:30 PM, Sunday: Closed"
Versailles,cbd shop,VAPOR LOUNGE VERSAILLES - Magasin de cigarettes électroniques,"29 Rue du Général Leclerc, 78000 Versailles, France",01 39 43 84 63,"Monday: Closed, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: Closed"
Nanterre,cbd shop,La Civette du Parc TABAC JEUX Vape & CBD,"11 Esp. Charles de Gaulle, 92000 Nanterre, France",01 47 25 37 26,"Monday: 6:30 AM – 7:30 PM, Tuesday: 6:30 AM – 7:30 PM, Wednesday: 6:30 AM – 7:30 PM, Thursday: 6:30 AM – 7:30 PM, Friday: 6:30 AM – 7:30 PM, Saturday: 9:00 AM – 1:00 PM, Sunday: Closed"
Nanterre,cbd shop,La civette de l'île - TABAC - FDJ- Vape Shop- Puff- CBD Shop- Café à emporter- RATP- Chicha,"27 Bd du Général Leclerc, 92000 Nanterre, France",,
Nanterre,cbd shop,Tout cbd / Vente en ligne de CBD,"6 Av. Alsace-Lorraine, 92500 Rueil-Malmaison, France",07 56 98 14 45,
Avignon,cbd shop,Home Cbd,"49 Rue Carreterie, 84000 Avignon, France",,
Créteil,cbd shop,CBD Nature shop 94 Saint-Maur-des-Fossés,"16 BIS Av. Desgenettes, 94100 Saint-Maur-des-Fossés, France",07 80 74 47 36,"Monday: 11:00 AM – 8:30 PM, Tuesday: 11:00 AM – 1:00 PM, 2:00 – 8:30 PM, Wednesday: 11:00 AM – 1:00 PM, 2:00 – 8:30 PM, Thursday: 11:00 AM – 1:00 PM, 2:00 – 8:30 PM, Friday: 11:00 AM – 1:00 PM, 2:00 – 10:30 PM, Saturday: 11:00 AM – 1:00 PM, 2:00 – 10:30 PM, Sunday: 2:00 – 8:30 PM"
Créteil,cbd shop,Bob CBD,"48 Bd de Créteil, 94100 Saint-Maur-des-Fossés, France",06 73 59 57 56,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
